level,366.086a1.04,152.083a1.06,214.074a1.06,147.053a1.07,198.032a1.09,182.054a1.09,155.91a1.12,157.907a1.12,253.817a1.12,138.978a1.13,218.02a1.15,215.916a1.16,165.939a1.16,171.973a1.16,239.96a1.16,175.968a1.17,225.944a1.17,243.072a1.17,270.033a1.17,149.007a1.17,255.932a1.17,338.02a1.17,339.937a1.17,202.046a1.18,382.109a1.18,260.004a1.18,335.941a1.19,197.09a1.2,267.955a1.2,199.968a1.2,312.043a1.2,189.939a1.2,257.931a1.2,325.924a1.2,149.991a1.21,309.965a1.21,173.007a1.21,147.95a1.21,377.952a1.21,367.938a1.21,422.041a1.21,241.978a1.22,299.936a1.22,419.963a1.22,131.07a1.22,351.976a1.24,461.973a1.24,145.158a1.28,168.051a1.28,202.216a1.3,218.073a1.3,117.08a1.33,154.078a1.36,156.029a1.39,78.015a1.39,468.712a1.39,468.792a1.39,468.985a1.39,469.328a1.39,312.764a1.39,471.549a1.39,158.176a1.39,315.909a1.39,474.882a1.39,118.007a1.4,115.1a1.4,181.074a1.4,260.088a1.4,131.095a1.41,209.109a1.41,247.154a1.43,119.041a1.44,137.052a1.45,252.169a2.38,247.153a2.41,165.079a2.45,194.115a2.46,245.173a2.46,296.193a2.47,238.142a2.48,445.252a2.48,489.278a2.51,533.304a2.53,204.091a2.55,577.33a2.55,299.194a2.56,304.151a2.56,289.164a2.58,621.356a2.58,366.086a2.59,343.22a2.6,726.437a2.63,387.246a2.65,770.464a2.66,431.273a2.69,113.084a2.7,226.168a2.7,171.137a2.7,475.299a2.74,397.305a2.76,339.252a2.77,519.324a2.79,563.351a2.83,155.131a2.86,607.377a2.88,311.194a2.9,651.403a2.93,129.152a2.94,510.389a2.95,695.429a2.98,394.189a3.02,739.457a3.03,452.335a3.08,452.335a3.08,783.482a3.08,800.51a3.08,844.535a3.13,285.216a3.14,888.562a3.18,932.587a3.23,233.127a3.27,302.171a3.32,250.178a3.46,364.13a3.54,301.237a3.62,243.183a3.62,258.158a3.67,217.132a3.67,408.155a3.68,181.184a3.72,452.181a3.79,259.189a3.82,346.197a3.83,208.017a3.87,477.954a3.87,266.069a3.87,162.126a3.87,310.964a3.88,247.143a3.9,282.065a3.96,224.012a3.96,308.219a4.02,239.988a4.52,358.974a4.52,541.898a4.52,301.91a4.52,324.22a4.52,359.964a4.52,394.189a4.53,720.959a4.53,412.2a4.55,390.223a4.56,316.063a4.62,383.288a4.63,376.208a4.71,420.234a4.74,299.184a4.85,361.231a4.93,367.259a5,431.273a5.05,238.121a5.1,359.278a5.21,298.19a5.25,333.882a5.39,222.089a5.54,289.189a5.64,330.215a5.64,294.145a5.64,285.238a5.68,227.187a5.68,157.146a5.73,222.045a5.92,257.094a5.92,218.18a6.48,281.188a6.48,319.3a6.48,276.233a6.49,322.167a6.49,513.351a6.55,557.378a6.56,472.257a6.65,414.204a6.65,431.251a6.65,436.2a6.65,386.189a6.93,444.239a6.94,353.278a6.98,358.221a6.98,278.094a7.06,382.189a7.06,324.138a7.07,220.147a7.19,336.068a7.27,331.113a7.27,321.231a7.4,298.25a7.55,310.205a7.59,287.246a7.62,585.41a7.64,703.508a7.64,541.385a7.65,659.481a7.66,312.137a7.68,615.455a7.69,571.43a7.72,391.233a7.74,396.193a7.74,527.403a7.75,483.377a7.79,444.307a7.8,266.177a7.82,330.208a7.82,439.351a7.83,395.325a7.87,400.28a7.87,761.55a7.87,278.152a7.88,341.161a7.88,717.523a7.9,673.496a7.93,306.223a7.97,629.47a7.97,585.443a8.01,398.247a8.02,541.419a8.05,546.373a8.05,497.393a8.11,502.347a8.11,775.566a8.11,731.539a8.15,388.104a8.17,551.342a8.17,296.076a8.17,458.322a8.17,687.513a8.19,571.429a8.22,643.486a8.24,527.404a8.24,483.377a8.25,414.296a8.25,439.351a8.26,409.34a8.26,444.306a8.27,395.324a8.28,400.279a8.28,454.231a8.29,599.46a8.29,351.299a8.29,312.228a8.29,307.272a8.29,555.435a8.35,322.215a8.35,370.271a8.36,402.225a8.37,629.469a8.37,585.444a8.4,511.407a8.42,541.418a8.43,516.362a8.43,488.326a8.44,452.254a8.44,595.368a8.45,789.55a8.47,745.523a8.48,750.477a8.48,701.496a8.5,706.45a8.5,775.565a8.5,662.423a8.51,512.273a8.51,371.339a8.51,657.47a8.52,731.539a8.52,613.441a8.53,618.397a8.53,370.094a8.53,354.177a8.54,272.172a8.54,313.202a8.54,897.602a8.54,370.265a8.54,569.414a8.55,574.37a8.55,687.513a8.55,853.576a8.56,525.388a8.57,530.343a8.57,330.276a8.57,809.55a8.57,643.487a8.58,765.524a8.59,481.361a8.59,486.317a8.59,326.189a8.59,460.301a8.6,455.346a8.6,770.479a8.6,721.498a8.61,726.453a8.61,416.277a8.61,393.311a8.61,599.461a8.62,604.415a8.62,677.471a8.63,682.426a8.63,633.445a8.65,638.4a8.65,589.419a8.66,555.435a8.66,560.389a8.66,594.374a8.67,545.394a8.68,789.579a8.68,550.349a8.69,501.366a8.7,506.322a8.7,511.407a8.7,516.363a8.7,462.296a8.72,457.34a8.72,745.553a8.72,418.269a8.73,413.314a8.73,467.382a8.74,365.316a8.74,374.242a8.74,701.525a8.75,472.338a8.75,706.479a8.75,657.499a8.79,423.356a8.79,428.312a8.79,662.451a8.79,613.472a8.83,618.424a8.83,462.373a8.83,816.462a8.85,811.513a8.85,482.26a8.85,379.33a8.85,516.36a8.86,462.122a8.87,803.596a8.87,569.446a8.88,574.399a8.88,759.571a8.91,869.45a8.92,525.421a8.93,530.375a8.93,715.544a8.95,671.519a8.99,481.396a9,486.35a9,643.486a9.01,648.442a9.01,599.46a9.03,604.414a9.03,632.445a9.03,463.347a9.03,468.307a9.03,627.491a9.04,636.297a9.05,677.324a9.05,560.391a9.05,740.283a9.05,749.381a9.05,555.435a9.06,516.364a9.07,511.409a9.08,351.312a9.08,442.325a9.08,437.371a9.08,467.382a9.1,472.338a9.1,470.323a9.1,583.466a9.1,588.418a9.1,423.356a9.11,428.312a9.11,419.324a9.12,384.285a9.13,477.306a9.13,318.277a9.15,335.304a9.15,314.246a9.16,539.439a9.16,544.393a9.16,398.301a9.16,791.561a9.16,393.345a9.16,729.531a9.18,729.535a9.18,734.485a9.18,752.498a9.18,685.505a9.19,690.462a9.19,641.476a9.21,646.43a9.21,495.415a9.23,615.456a9.23,574.397a9.23,597.445a9.23,695.425a9.23,571.43a9.24,500.37a9.24,558.375a9.25,656.358a9.25,509.392a9.26,389.306a9.27,532.36a9.27,393.344a9.27,483.373a9.28,332.292a9.29,763.545a9.29,426.296a9.3,503.36a9.32,456.342a9.33,451.387a9.33,675.49a9.34,329.292a9.34,334.249a9.34,544.389a9.35,382.21a9.35,331.32a9.35,553.169a9.35,651.411a9.35,672.373a9.36,506.323a9.36,361.235a9.37,300.204a9.37,341.231a9.37,284.222a9.37,397.304a9.37,394.19a9.37,578.425a9.37,526.381a9.37,602.408a9.37,382.257a9.37,411.381a9.43,353.327a9.44,324.22a9.45,407.361a9.45,408.223a9.45,424.282a9.46,412.316a9.46,662.448a9.46,514.377a9.47,591.412a9.54,407.303a9.55,632.444a9.55,227.182a9.55,627.492a9.56,440.331a9.56,588.42a9.58,583.466a9.58,361.234a9.59,539.441a9.59,544.396a9.6,500.369a9.61,495.413a9.61,498.356a9.61,397.354a9.62,451.387a9.63,456.343a9.64,757.553a9.64,736.496a9.64,314.219a9.64,412.315a9.65,407.362a9.65,602.429a9.65,355.247a9.65,674.459a9.66,713.528a9.66,630.434a9.67,625.478a9.67,368.29a9.67,363.335a9.67,581.45a9.68,669.499a9.68,744.502a9.7,739.544a9.7,762.513a9.7,514.39a9.71,695.516a9.73,700.472a9.74,695.517a9.74,649.454a9.75,654.411a9.75,656.445a9.77,619.443a9.82,328.237a9.85,328.236a9.85,660.472a9.86,369.262a9.86,392.203a9.87,284.222a9.87,624.4a9.87,394.192a9.87,283.288a9.87,587.405a9.87,608.392a9.87,361.235a9.88,474.318a9.88,248.151a9.88,472.337a9.88,516.349a9.88,638.412a9.88,630.458a9.88,280.287a9.88,289.177a9.88,382.303a9.88,456.34a9.88,390.278a9.89,453.286a9.89,446.324a9.89,628.356a9.89,594.381a9.89,592.399a9.89,460.308a9.89,416.277a9.89,364.156a9.89,479.362a9.89,462.294a9.89,825.008a9.89,1605.573a9.89,506.322a9.9,782.569a9.9,260.125a9.91,304.15a9.92,568.31a9.92,348.176a9.93,436.228a9.93,524.282a9.93,370.293a9.93,480.255a9.94,790.542a9.96,358.309a9.98,126.066a9.98,570.419a9.98,720.5a9.99,658.465a10,728.504a10,528.401a10,484.374a10.01,614.438a10.02,936.671a10.02,887.69a10.05,892.646a10.05,337.334a10.06,843.664a10.08,848.62a10.08,760.568a10.1,804.594a10.11,418.308a10.12,799.639a10.12,897.615a10.12,716.542a10.13,711.586a10.14,755.612a10.16,770.492a10.17,672.517a10.17,839.631a10.17,667.561a10.18,711.587a10.2,716.542a10.2,795.607a10.2,800.566a10.21,337.334a10.22,623.534a10.22,628.489a10.22,361.234a10.23,751.58a10.23,756.54a10.23,311.319a10.23,712.512a10.26,579.507a10.27,584.463a10.27,707.553a10.27,540.438a10.32,535.481a10.33,446.34a10.38,586.447a10.38,572.41a10.38,491.455a10.4,496.412a10.4,823.638a10.42,779.612a10.45,735.583a10.48,447.429a10.49,535.158a10.57,311.318a10.59,403.402a10.62,939.708a10.62,895.683a10.65,851.656a10.68,807.628a10.73,609.176a10.77,662.446a10.81,802.552a10.81,763.564a10.81,775.539a10.81,788.513a10.81,725.455a10.81,514.405a10.95,361.234a10.95,216.097a12.78,352.234a12.79,442.315a12.8,348.176a12.81,614.333a12.81,304.15a12.81,530.366a12.81,500.367a12.81,458.323a12.81,550.347a12.81,436.228a12.82,392.199a12.82,126.066a12.82,656.364a12.82,428.313a12.82,594.373a12.82,480.255a12.83,524.281a12.83,574.381a12.83,618.409a12.83,568.308a12.83,700.388a12.83,390.273a12.85,264.132a12.87,128.095a12.88,620.364a12.89,394.19a12.9,117.116a12.9,149.106a12.9,283.322a12.91,435.217a12.91,158.142a12.91,361.235a12.92,474.318a12.92,472.337a12.92,248.15a12.92,361.236a12.92,304.15a12.92,516.538a12.92,810.36a12.92,284.222a12.93,324.22a12.96,559.985a13.01,133.111a13.01,723.99a13.02,708.017a13.03,145.012a13.04,186.035a13.05,227.015a13.05,372.071a13.05,267.992a13.06,185.989a13.06,349.995a13.06,145.061a13.06,391.02a13.06,431.998a13.07,514.001a13.07,596.004a13.07,678.008a13.07,760.009a13.07,1684.027a13.07,2012.042a13.07,1848.033a13.07,298.003a13.07,2176.048a13.07,380.005a13.07,1438.021a13.07,1602.03a13.07,1274.012a13.07,1766.032a13.07,1930.04a13.07,2094.046a13.07,159.163a13.09,316.234a13.09,121.997a13.1,790.019a13.12,324.22a13.13,626.012a13.13,708.015a13.13,143.168a13.13,544.01a13.14,462.008a13.15,380.005a13.16,298.003a13.17,474.32a13.18,361.234a13.19,215.999a13.2,175.022a13.24,133.996a13.25,392.184a13.26,397.305a13.27,510.389a13.27,284.221a13.3,205.039a13.31
Lv1 1.127 ppm,24813.74012,33244.10233,88954.79576,7757.855533,12746.5898,14297.16872,19642.24143,12497.87493,5830.562719,13859.50375,78235.31093,42795.06635,15408.62265,14912.80441,9576.998294,79499.88285,56956.53212,37909.95802,34474.0477,35252.7354,23634.13256,8047.590347,9061.613964,449540.6588,31935.0379,22700.90859,10441.0273,73401.38138,51785.68823,40410.08978,27293.22102,21268.97416,17333.81546,9439.700052,194342.2857,65877.43543,24658.53353,18243.05296,17633.26288,11535.89212,9025.813357,64154.2605,14737.95516,18142.14947,8797.604994,62965.43883,21602.94259,13405.80325,30140.79302,2984.647816,11803.7317,4007.732534,331372.9466,11465834.08,433251.2963,92093.91094,80992.48577,52144.60335,39423.9357,35958.83611,15460.81869,14992.60519,14042.43341,8116.037146,39988.76586,7336.620317,3314.101686,3272.97008,5338.435042,4938.480112,32788.34345,1004153.205,934742.9064,50248.7009,53512.18534,7029.642998,67080.59658,3640.795138,13342.84373,85659.33685,4161.446699,5066.554497,9328.670064,3246.864357,11345.43523,52008.93959,12996.63288,19232.3203,11649.12363,40243.24779,51079.07305,11858.20407,56806.189,11443.27516,66580.9448,201743.2012,186232.2041,69124.76954,64947.29198,129461.0891,70919.60042,61956.50196,70804.58244,2012.813358,49703.91895,6932.453571,36825.97898,46791.72754,101553.9769,27439.02152,36299.18062,21809.7256,127474.337,131241.599,16713.19696,12437.45901,13806.1537,7992.940577,13567.40079,13047.91478,6868.173746,51257.12985,71373.61679,24310.58157,66894.8359,15667.46327,15567.49137,8375.205744,31378.82132,17112.57015,29388.30339,13395.6439,31694.91308,3988.927968,1288.401931,1622.940803,10201.74718,12082.37295,10548.2751,4153.802333,2285.06955,84207.03232,38621.5096,674.8574802,38382.25595,38087.97531,105371.4137,14671.28703,0,0,10910.36915,215225.2239,7331.333995,21348.51141,54361.41275,59973.58939,50098.27114,47214.93881,42442.52293,46644.59797,20605.67759,35113.12967,20892.081,522.8168608,69827.7682,32229.35896,26637.74069,10358.01586,53983.93349,28047.96257,9413.965685,5923.952492,5642.612955,1016.35987,0,0,205.0776873,0,33366.95274,30723.73044,92625.47769,14087.27461,9713.400856,7100.374709,11822.67057,27249.01394,46359.58778,13884.94761,41262.92742,17923.63545,33515.11851,10408.53876,3112.377129,2545.532642,10002.86382,81966.58572,47237.4383,20314.4484,24412.36548,23485.18155,28084.88368,34052.27847,18461.3894,31411.51952,53613.72379,13596.16253,7576.150698,48444.08603,41943.24152,41060.45513,67527.41023,26993.79932,28925.33633,11670.70732,20997.37245,27215.34533,146883.7734,22195.82649,45292.63293,56887.67448,369697.6315,70369.38264,80330.35397,24542.87346,68219.58611,17978.50129,194923.8921,41722.53602,26806.04593,37398.28368,16439.42189,52501.03684,1755.999456,37372.02742,48748.735,20584.62427,53710.99219,36911.29046,39127.2843,34717.84976,75864.35843,96943.9398,112129.6112,37475.94362,46960.47247,67545.96158,51449.66392,42281.7319,42201.177,35804.22051,57453.21271,28821.52878,29270.99986,50387.63883,45134.05579,19054.10014,31968.6259,61180.6113,29194.24776,137436.2805,28562.89141,18639.72242,27320.9687,59829.37572,28368.48301,102074.0256,50528.91333,25841.90362,76586.2684,22240.79147,35554.04848,150880.501,51191.81235,194710.1921,99461.18566,357.759185,9969.178317,11981.15838,7521.009542,35924.0487,10705.32756,204608.386,123962.5942,67218.8614,44963.68859,163298.716,129032.6278,51894.0663,76322.47393,90706.74442,115745.5032,77067.61577,84576.30512,16926.98973,78464.83965,63657.37218,44092.05223,158649.7686,66506.34152,41578.56266,31629.10337,71983.50328,22943.41189,204898.4462,104164.7879,238536.7264,137851.3352,247595.9498,61706.62726,14626.50317,104404.5744,228901.0679,30490.21523,86752.70084,170036.256,101204.7115,71966.84801,18833.28438,107743.7047,129879.3173,148791.2713,142446.4323,71776.33756,33568.33695,13128.78916,26921.88839,191941.6558,30656.93998,55978.06132,219626.5697,46166.68813,31580.03668,66255.202,121782.7917,40743.3808,15517.19837,108962.3836,77595.23013,25799.12359,25437.82348,20089.71328,2627.287288,31775.60776,106851.0947,67796.75894,49315.03157,22858.95095,191962.2901,57392.71948,68751.50523,120801.6967,130393.7039,57031.05886,46255.65942,19785.21982,152119.8887,80243.31583,32275.27912,11147.29411,10440.47059,68109.8063,157903.6204,58505.64479,110361.4231,7143.985881,7518.413059,206856.498,140410.7417,288596.6665,66323.29014,122331.7298,106090.5991,205216.6355,132362.3636,178295.9384,70643.65292,42344.96608,190157.7372,194866.1742,49183.79652,109270.0894,128268.3716,205182.1517,75716.52728,51673.97736,56322.88625,15512.61745,64515.00744,34592.67942,44181.8957,67865.25159,72144.85272,42147.04516,38148.20288,78314.8172,144341.1006,97307.90952,62796.99136,74408.38027,134466.1609,78501.22126,100468.7762,67599.93502,52564.01869,75673.56691,72981.98565,62053.06295,137441.6469,102490.0993,38703.03204,97756.07594,69968.8623,130122.9442,48170.11404,53430.28139,54136.14382,48145.85652,21910.83148,121947.0094,24294.8061,14979.93091,75868.27088,35569.23895,9227.013252,880.0146598,37822.08988,58082.40441,30315.64224,445412.4134,75670.20123,60464.64079,72037.75973,57737.98937,29740.06704,35034.11469,40218.72567,19736.047,5735.297175,10933.92715,51371.66524,85285.5219,20401.7834,24519.84288,88521.87436,39480.10187,18869.10784,49409.95801,16306.05322,9370.224989,43083.97609,4765.756001,75862.91875,16489.98389,65615.39786,40895.4331,75805.66419,57503.43661,57702.62751,60337.42725,70153.71206,91046.00701,50995.81702,47951.07947,160135.2781,55832.72595,60424.44018,6100.010813,58448.24492,62969.31912,34457.92955,7768.417014,91888.49736,61004.09121,35180.13139,24257.93927,21354.43355,13862.16291,18799.92136,44475.4341,43187.84628,18718.78587,37251.16812,18703.65141,21043.11266,63976.78541,12284.66193,75053.1064,14719.01863,68221.49858,77785.14116,59981.25959,24551.49762,28691.59452,19336.76354,96718.43087,7285.187303,50521.72071,39461.40602,33894.01055,32963.14138,5566.067245,212847.5369,207077.7025,303842.5181,176125.9061,182044.9428,56361.5152,27406.17545,74055.25016,15240.25152,19662.74219,24306.70993,1813661.587,330454.3142,70786.62838,135776.4437,49969.57388,85322.70739,19976.92546,23675.31931,5374.852908,11631.1048,16922.01144,5688.002544,5280.796901,30533.14988,205351.0149,19345.61494,54842.67621,34861.40215,90520.55001,104371.3961,56279.79914,2001.200871,61814.32303,66801.59377,14233.05318,14087.11433,22038.14126,40007.60992,24063.5723,20441.89452,9423.694509,24130.20359,24546.18143,16523.39695,24257.72003,21530.89873,21421.61157,49545.96365,35948.9642,69017.38967,51771.32003,68280.03091,86530.08415,70291.45985,83717.08424,59069.05725,138345.405,41398.37816,121000.6066,17141.61926,255621.9263,135568.2539,51625.345,24940.57601,19528.87434,175404.691,315248.0239,62899.1281,30008.96164,27503.24592,19457.81704,12740.07643,14698.53922,281607.6121,129713.9284,21809.70343,125178.1323,217074.2345,85644.16928,41786.36006,32071.92862,139537.4601,42778.80652,14474.60969,16655.13569,11613.0238,71283.51171,5084.626308,29346.86128,16899.67117,12234.62956,11621.50206,23818.55291,15901.12977,5332.63012,86273.17118,55637.50837,38067.70944,21260.94131,17995.76661,7277.637883,86522.84443,47617.89403,60032.53789,104165.6847,51483.49929,142221.3188,100169.8574,34479.16214,67590.43228,65279.27565,41047.78046,34711.60765,226048.7213,223153.5111,165718.3517,95460.0535,48717.03734,34775.24266,168119.2211,121350.9777,103780.2766,60105.40297,62231.2266,46403.86578,184053.8603,60435.21613,91365.13937,6650.905643,324995.0841,65408.66942,84126.49502,10577.6207,24369.04889,24616.18609,237286.6954,263162.205,443233.5461,205333.6575,247199.3719,25220.41679,4877.945015,17331.44618,38901.02628,76329.43793,22665.74696,10457.74018,17134.7658,13276.0703,928385.5412,360249.8052,252332.212,360249.8052,1135211.723,967297.0477,643218.3492,624519.9924,21470.09538,462554.9125,349914.9906,225388.0151,187162.5479,140238.7735,122289.8967,86494.79088,85564.36278,340182.1716,42838.15552,207113.4883,22625.44411,21049.92518,21766.49023,14760.42496,14379.10396,11704.53886,179672.0146,8294.646934,90334.0042,13141.89902,268111.7246,20333.5954,17934.73713,23653.20387,52910.84164,33861.72278,43418.94729,79918.26715,83499.97889,97046.23617,71506.5126,73835.75717,85196.07436,94461.20937,117811.4046,38355.66708,572778.3239,157703.7434
Lv1 1.127 ppm,27630.82797,63204.95638,42638.76132,3848.190793,14661.77281,12533.68503,19512.88829,11760.57209,5281.581683,13695.63013,79495.63476,40174.37581,16651.94331,15439.53863,9665.104632,79248.24641,57753.06291,35759.68927,35201.97946,35362.35944,23813.08383,8292.147682,8935.973866,438262.925,30430.32101,21226.64221,10314.72886,73654.18657,49660.65144,38428.00051,26664.46549,18688.72651,16903.3219,8250.107089,181068.8141,59578.81161,22608.94009,17894.88327,16342.29782,9862.740578,8506.322027,60111.02228,14050.80793,16255.02709,4151.737071,59835.28521,18961.1056,10033.89026,33851.91093,2624.415681,10444.47398,1600.617643,331344.7488,10487674.69,374436.3426,90059.32059,72530.9731,44294.91442,31209.67825,20468.56856,17523.22082,15211.00695,10658.7526,7174.013268,33836.45938,9626.842964,3099.493737,3634.075961,5474.089674,3710.758882,32110.57987,972978.8109,919809.7786,50822.95159,55589.15488,5592.024296,49818.03608,3615.689471,12175.82069,64699.35504,3533.209197,4334.200796,8100.389721,2212.840487,10288.35122,48180.24233,14057.89278,18177.2623,10989.02062,40568.05059,45640.53104,12043.81977,58676.07234,10821.9244,69510.62851,195184.9981,178312.4642,71285.365,67977.76127,129995.7662,69232.19902,61634.64812,64327.26512,3463.556553,47335.74008,5289.024084,36113.2967,44603.35571,87583.75362,25695.68646,39322.15923,19931.36103,116893.9386,121107.4463,15176.89168,10495.30624,13773.40717,9534.14969,13434.09858,11350.4365,6340.155123,36313.54194,74283.54965,22308.86662,76081.89547,16582.53858,15463.51184,8619.208506,29531.03939,14710.20888,26126.13051,13876.01096,28986.5008,3457.053037,870.30712,1554.528501,9508.146439,11274.43005,8324.579026,3261.801032,1546.49291,72299.52452,58432.80101,1376.306484,57129.26641,50813.85822,112660.9085,18947.07976,0,0,15160.6279,207491.3524,9911.675263,24330.64751,58940.28412,77527.34715,51061.75248,40566.47164,42257.51407,40136.29891,22710.90318,34314.59216,23562.7443,616.265461,73481.65899,33783.63917,27101.38822,10273.95243,58871.60688,32095.78864,10302.51903,6214.668494,5939.475709,918.4322188,0,0,197.221813,0,34448.5811,32253.16686,98014.89541,14432.79581,9340.148678,7635.856416,14705.97498,33022.47861,45120.31286,9078.963592,37600.0825,17253.6078,33261.83234,10394.53783,3347.8018,2521.201133,11346.49805,127977.1132,47638.45722,18603.67415,24810.25519,18703.46225,28285.87641,34426.15838,23510.74175,37414.45879,50934.90141,15091.03283,7946.894213,42656.09629,28202.18244,45782.06905,51676.17792,26045.10371,31922.55769,22238.12493,23483.61741,24530.56112,146580.0533,22233.10338,45047.04456,57219.452,380591.0982,69250.26931,79617.53346,31042.98737,74717.61691,24158.62995,196956.4996,41087.52772,27273.70931,36966.88506,17150.28846,52347.30677,1736.851186,34421.20364,45416.42727,19861.80264,49369.35338,40957.26621,39272.20036,34858.89353,73809.63877,94271.72362,105455.0791,39233.77808,46200.10031,68496.97795,52539.4531,39186.1561,42730.4819,35395.9135,42220.15627,36906.84782,28639.23556,58008.36665,47830.30771,22507.86402,30149.91593,59068.48224,30471.09622,139344.4674,31212.80741,17727.72519,27659.82737,55809.45647,25927.26167,104382.6801,48148.27524,28600.95213,72322.51016,22441.36738,41444.3357,149012.2593,44880.38175,199564.218,95986.03162,374.3039833,22122.50651,25323.35342,16703.52516,35297.69941,13403.25352,205525.9688,120679.6975,61945.69409,40501.32059,166784.6191,125871.5856,56561.61651,76349.81642,68482.32798,116615.0544,76681.49264,83268.50157,17887.7966,74995.05444,65232.4396,62151.40981,152516.7299,76865.2008,44091.37671,28383.08477,72733.71975,34814.84366,212651.6235,106531.367,254509.9618,91826.65513,255749.4815,66690.02572,18344.83881,149747.833,224602.189,34009.05523,114630.2459,167991.13,122719.5024,71973.22125,17438.32438,108052.323,123267.1891,118209.8528,129698.4836,74927.68992,36548.31678,13803.51263,26622.2548,191906.5521,25990.69218,55475.09817,222511.8621,42071.17689,38958.01605,65466.38983,119190.1776,63340.99256,15358.05772,2181.059666,641.0063142,20201.31787,25913.34808,17340.11311,3139.303175,32505.00678,108867.1506,63270.91125,47430.63507,22541.16563,188691.2789,51943.12552,64603.63337,118433.2722,128738.5016,55646.97901,52581.34371,19594.41413,153367.5458,80108.32523,36239.8381,10650.61447,10671.55193,68228.40027,204126.7664,74780.1075,91854.64402,8608.149851,8165.525391,214853.2594,153164.0713,293973.6971,67619.36117,122063.9241,102869.3925,156423.3126,134067.2557,175587.1333,62550.9716,45162.68585,186378.0203,197322.5325,52191.30504,109964.8914,100815.1901,195446.7781,77740.86162,53991.97553,58371.26872,18323.07239,68007.60997,35446.39494,44498.76093,66909.40572,58929.69046,34105.18672,37195.71939,67660.74915,152463.1096,97889.77893,64358.87817,106395.3442,132561.7028,83242.59302,100220.5593,72111.09638,58610.51613,102646.1774,81116.65921,61562.85162,132755.9687,94291.4832,43922.87746,75228.78553,67174.26483,112392.7043,48694.69817,52004.5633,53989.7595,45006.94618,22371.99944,120281.8769,23328.81583,15183.49337,83282.14337,42646.03541,10634.1929,1020.506454,31549.07903,84306.74768,36434.69122,445044.9415,134943.1131,109387.8505,90354.937,66496.15404,53060.42197,55925.14876,48369.57456,27282.79999,12481.01181,19947.22661,37468.37263,80891.31325,22275.05481,21944.83202,91808.2482,45276.31964,25288.76658,50936.6649,17652.77931,13634.26259,45346.86211,8636.944381,37640.04929,15063.81049,57558.27912,39335.44164,75475.80002,52605.55865,54773.93147,65216.22316,78919.42046,96798.733,46467.87084,44652.78607,168723.7398,51634.55164,69533.61118,16778.77477,62907.42919,77081.66255,39478.93773,16774.36349,96297.79182,65825.69172,36019.21141,25074.86175,23183.47189,13327.2582,17279.87242,46124.63302,46131.81242,19083.50028,32108.21498,18887.6898,22808.97031,65256.9826,11379.99648,84228.61558,13785.6512,39348.1314,77497.38069,60912.30904,28559.81302,37331.71168,23930.55833,120658.3435,30389.40016,61127.75722,61575.81549,29861.47756,32423.09215,13293.34788,322399.4613,299285.7177,448052.6548,234528.2594,176646.0616,67422.13229,52102.21048,79282.71975,24892.1432,25850.49745,27920.093,1857015.874,395916.6549,92983.89311,161546.3188,59686.98078,89950.05398,25076.61379,22979.37836,10637.39544,16243.64789,15916.50942,8074.405658,7490.682827,33442.44495,178035.827,19738.35924,55251.86813,40682.45233,91583.49724,90375.40627,54863.46659,3509.560168,65679.7296,62477.59228,13041.3162,9186.890877,20454.42428,43384.59245,27072.08884,21314.09543,9913.699012,18411.73584,24023.11731,18033.79154,27648.23306,22893.81709,19969.52136,49998.98824,36795.63136,67975.00352,52412.7795,68352.75889,79680.27194,59679.93892,97528.46045,58375.46865,136319.7863,43616.74929,120346.1338,15509.24258,256806.9402,130588.2956,55680.01568,24950.61578,17124.57661,117789.4649,311066.6103,117691.6489,25866.11386,27883.23339,19056.25799,11258.36008,16779.98048,283416.8556,130996.8739,19133.88311,105138.9422,213080.2786,89761.42315,44419.10889,32811.93725,142343.9765,47041.82926,13816.71086,16158.55655,11701.40376,71497.8768,6824.582418,29348.04342,16998.21099,11533.55599,12083.06054,24111.98479,14870.77586,6827.581956,88774.90466,57250.02531,41718.84235,19193.8932,17806.96535,7701.650681,105032.5749,44877.63955,61731.94924,106731.3678,52076.42722,157655.264,102061.4659,35603.9507,67054.98606,65940.34126,38869.59328,34882.99965,220503.3233,203054.3324,169566.4663,63582.46222,48714.04345,35909.27421,155040.4883,116965.1751,102280.0268,58411.99236,64448.62893,32409.37449,182360.3447,56263.59649,94509.70506,6959.410929,317864.7128,64695.202,83254.59843,11824.45188,26643.1916,24756.4339,240535.8971,273042.3304,445593.7682,201603.67,240274.836,26582.88245,3590.228996,17603.31943,38056.50165,81127.25599,21818.84832,11429.61498,17214.60224,13951.10644,917456.867,363887.6018,246469.2894,363625.7991,1129648.701,974473.3579,636718.2089,629634.6737,21652.16706,462750.6971,350178.5721,223397.448,185539.9311,139253.724,122147.784,86770.36483,84343.2049,335906.5518,42314.70582,205477.8714,23076.13294,21147.73198,20738.95024,14638.93054,14534.0095,11943.4886,182568.3127,8535.719431,89216.98921,12298.70519,268077.8075,20321.80555,16885.46899,24231.01617,51250.8663,32334.31908,43202.35263,76715.30332,82757.07375,101176.3808,71025.67303,74283.33855,85425.52738,93890.88735,129047.7898,39763.44613,571437.2764,147259.302
